filename,width,height,class,xmin,ymin,xmax,ymax
2022-05-27_173551_5_jpg.rf.0a4ff3baf5cc66b2cf127a37f5623da7.jpg,800,600,Bees,394,63,460,118
2022-05-27_173551_5_jpg.rf.0a4ff3baf5cc66b2cf127a37f5623da7.jpg,800,600,Bees,303,13,369,68
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,2,18,61,53
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,69,63,96,78
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,65,46,90,68
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,130,14,150,34
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,248,8,272,26
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,324,0,344,11
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,151,65,257,153
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,70,0,158,36
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,0,148,105,259
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,303,154,348,207
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,392,101,438,160
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,343,100,390,128
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,343,54,399,102
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,338,86,363,120
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,376,22,431,68
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,423,72,471,120
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,458,46,505,94
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,410,56,456,86
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,451,5,483,62
2022-05-27_154323_3_jpg.rf.0897aaf570d787ef4e1cdff19ad3cba4.jpg,800,600,Bees,439,0,471,45
2022-05-30_172846_5_jpg.rf.0b3e880f513f7d3210f61268e1cfcddb.jpg,800,600,Bees,83,23,146,84
2022-05-30_172846_5_jpg.rf.0b3e880f513f7d3210f61268e1cfcddb.jpg,800,600,Bees,252,181,297,226
2022-05-30_172846_5_jpg.rf.0b3e880f513f7d3210f61268e1cfcddb.jpg,800,600,Bees,479,100,541,162
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,322,207,430,283
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,345,176,423,212
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,300,179,334,212
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,365,115,429,163
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,258,3,326,63
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,5,128,48,157
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,128,18,153,39
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,328,0,371,22
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,355,95,404,129
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,401,3,423,48
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,374,10,404,40
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,478,118,548,166
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,457,21,486,80
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,433,58,475,93
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,419,51,443,70
2022-05-27_154323_5_jpg.rf.0b1a149ee567238b5f6b6916109f1339.jpg,800,600,Bees,428,0,458,28
2022-05-27_191256_2_jpg.rf.0b8b74b137ff487e5df68c573b64478e.jpg,800,600,Bees,421,94,506,156
2022-05-27_191256_2_jpg.rf.0b8b74b137ff487e5df68c573b64478e.jpg,800,600,Bees,262,35,325,93
2022-05-28_041431_1_jpg.rf.0c50753cb80ed1e8dfd622932e87239a.jpg,800,600,Bees,503,140,568,183
2022-05-28_041431_1_jpg.rf.0c50753cb80ed1e8dfd622932e87239a.jpg,800,600,Bees,473,44,511,119
2022-05-28_041431_1_jpg.rf.0c50753cb80ed1e8dfd622932e87239a.jpg,800,600,Bees,453,9,479,88
2022-05-28_041431_1_jpg.rf.0c50753cb80ed1e8dfd622932e87239a.jpg,800,600,Bees,383,0,429,22

2022-05-27_235902_2_jpg.rf.0b6393d28426088ddc2addb123e6ab26.jpg,800,600,Bees,13,251,201,411
2022-05-27_235902_2_jpg.rf.0b6393d28426088ddc2addb123e6ab26.jpg,800,600,Bees,270,0,328,38
2022-05-27_235902_2_jpg.rf.0b6393d28426088ddc2addb123e6ab26.jpg,800,600,Bees,159,0,226,39
2022-05-27_235902_2_jpg.rf.0b6393d28426088ddc2addb123e6ab26.jpg,800,600,Bees,463,48,514,128
2022-05-27_235902_2_jpg.rf.0b6393d28426088ddc2addb123e6ab26.jpg,800,600,Bees,420,32,455,99
2022-05-27_235902_2_jpg.rf.0b6393d28426088ddc2addb123e6ab26.jpg,800,600,Bees,451,16,492,81
2022-05-27_235902_2_jpg.rf.0b6393d28426088ddc2addb123e6ab26.jpg,800,600,Bees,446,7,481,75
2022-05-27_184722_2_jpg.rf.0b4b96cd25cab5aab4f051be112babe1.jpg,800,600,Bees,260,188,330,260
2022-05-27_184722_2_jpg.rf.0b4b96cd25cab5aab4f051be112babe1.jpg,800,600,Bees,353,132,452,205
2022-05-27_184722_2_jpg.rf.0b4b96cd25cab5aab4f051be112babe1.jpg,800,600,Bees,468,66,524,128
2022-05-27_184722_2_jpg.rf.0b4b96cd25cab5aab4f051be112babe1.jpg,800,600,Bees,449,48,509,103
2022-05-27_184722_2_jpg.rf.0b4b96cd25cab5aab4f051be112babe1.jpg,800,600,Bees,442,1,480,30
2022-05-27_184722_2_jpg.rf.0b4b96cd25cab5aab4f051be112babe1.jpg,800,600,Bees,91,1,152,42
2022-05-27_173551_4_jpg.rf.0daed9f7ae68791b1f97c2d1fd0c5572.jpg,800,600,Bees,119,62,158,108
2022-05-27_173551_4_jpg.rf.0daed9f7ae68791b1f97c2d1fd0c5572.jpg,800,600,Bees,138,153,281,267
2022-05-27_173551_4_jpg.rf.0daed9f7ae68791b1f97c2d1fd0c5572.jpg,800,600,Bees,348,109,429,174
2022-05-27_173551_4_jpg.rf.0daed9f7ae68791b1f97c2d1fd0c5572.jpg,800,600,Bees,490,218,620,328
2022-05-27_173551_4_jpg.rf.0daed9f7ae68791b1f97c2d1fd0c5572.jpg,800,600,Bees,423,32,476,93
2022-05-27_214104_4_jpg.rf.0eb5ae43a8b65a388c4533d88961cff1.jpg,800,600,Bees,66,138,174,225
2022-05-27_214104_4_jpg.rf.0eb5ae43a8b65a388c4533d88961cff1.jpg,800,600,Bees,226,30,270,90
2022-05-27_214104_4_jpg.rf.0eb5ae43a8b65a388c4533d88961cff1.jpg,800,600,Bees,418,90,501,131
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,99,248,349,411
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,331,243,471,343
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,46,166,76,189
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,165,91,185,111
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,262,131,303,167
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,373,60,402,92
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,422,112,470,150
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,468,0,536,78
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,437,0,479,46
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,516,148,569,195
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,498,117,547,145
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,488,140,541,169
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,458,101,495,128
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,475,73,524,109
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,431,63,479,98
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,440,50,468,71
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,416,34,454,66
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,313,28,360,73
2022-05-27_160859_4_jpg.rf.0d4b9d4cce62e536689acf312fd318e6.jpg,800,600,Bees,318,4,368,39
2022-05-28_032325_5_jpg.rf.0e5cd27783be1611c3110aea874b203e.jpg,800,600,Bees,0,160,95,241
2022-05-28_032325_5_jpg.rf.0e5cd27783be1611c3110aea874b203e.jpg,800,600,Bees,470,134,560,208
2022-05-28_032325_5_jpg.rf.0e5cd27783be1611c3110aea874b203e.jpg,800,600,Bees,403,79,453,113
2022-05-28_032325_5_jpg.rf.0e5cd27783be1611c3110aea874b203e.jpg,800,600,Bees,456,15,505,84
2022-05-28_032325_5_jpg.rf.0e5cd27783be1611c3110aea874b203e.jpg,800,600,Bees,385,21,442,66
2022-05-28_032325_5_jpg.rf.0e5cd27783be1611c3110aea874b203e.jpg,800,600,Bees,325,47,376,86
2022-05-28_032325_5_jpg.rf.0e5cd27783be1611c3110aea874b203e.jpg,800,600,Bees,428,51,471,86
2022-05-28_000916_2_jpg.rf.0f61ede653fdf89212862f6bcde9380b.jpg,800,600,Bees,159,183,217,236
2022-05-28_000916_2_jpg.rf.0f61ede653fdf89212862f6bcde9380b.jpg,800,600,Bees,261,1,323,58
2022-05-28_000916_2_jpg.rf.0f61ede653fdf89212862f6bcde9380b.jpg,800,600,Bees,391,62,430,101
2022-05-28_000916_2_jpg.rf.0f61ede653fdf89212862f6bcde9380b.jpg,800,600,Bees,432,33,470,70
2022-05-28_000916_2_jpg.rf.0f61ede653fdf89212862f6bcde9380b.jpg,800,600,Bees,483,154,567,225
2022-05-27_183203_5_jpg.rf.0cd6ce4e1b5bfb4031d806c3557a9829.jpg,800,600,Bees,459,56,504,95
2022-05-27_183203_5_jpg.rf.0cd6ce4e1b5bfb4031d806c3557a9829.jpg,800,600,Bees,445,40,481,61
2022-05-27_201413_2_jpg.rf.0fb03c6c00ecf7e6d5e4ba14a2e655ee.jpg,800,600,Bees,152,191,173,213
2022-05-27_201413_2_jpg.rf.0fb03c6c00ecf7e6d5e4ba14a2e655ee.jpg,800,600,Bees,168,189,196,215
2022-05-27_201413_2_jpg.rf.0fb03c6c00ecf7e6d5e4ba14a2e655ee.jpg,800,600,Bees,222,195,334,310
2022-05-27_201413_2_jpg.rf.0fb03c6c00ecf7e6d5e4ba14a2e655ee.jpg,800,600,Bees,478,38,539,157
2022-05-27_201413_2_jpg.rf.0fb03c6c00ecf7e6d5e4ba14a2e655ee.jpg,800,600,Bees,447,64,520,138
2022-05-30_192112_3_jpg.rf.10e27cd8e8c8d06c0b12901583b0be60.jpg,800,600,Bees,713,428,800,535
2022-05-30_192112_3_jpg.rf.10e27cd8e8c8d06c0b12901583b0be60.jpg,800,600,Bees,454,219,538,328
2022-05-30_192112_3_jpg.rf.10e27cd8e8c8d06c0b12901583b0be60.jpg,800,600,Bees,348,220,451,343
2022-05-30_192112_3_jpg.rf.10e27cd8e8c8d06c0b12901583b0be60.jpg,800,600,Bees,551,214,654,303
2022-05-30_192112_3_jpg.rf.10e27cd8e8c8d06c0b12901583b0be60.jpg,800,600,Bees,519,164,603,233
2022-05-30_192112_3_jpg.rf.10e27cd8e8c8d06c0b12901583b0be60.jpg,800,600,Bees,359,115,426,174
2022-05-30_192112_3_jpg.rf.10e27cd8e8c8d06c0b12901583b0be60.jpg,800,600,Bees,429,63,464,100
2022-05-30_192112_3_jpg.rf.10e27cd8e8c8d06c0b12901583b0be60.jpg,800,600,Bees,397,90,428,120
2022-05-30_192112_3_jpg.rf.10e27cd8e8c8d06c0b12901583b0be60.jpg,800,600,Bees,356,85,397,116
2022-05-30_192112_3_jpg.rf.10e27cd8e8c8d06c0b12901583b0be60.jpg,800,600,Bees,415,7,451,43
2022-05-30_192112_3_jpg.rf.10e27cd8e8c8d06c0b12901583b0be60.jpg,800,600,Bees,456,34,480,62
2022-05-30_192112_3_jpg.rf.10e27cd8e8c8d06c0b12901583b0be60.jpg,800,600,Bees,482,108,504,134
